cepg,0
loui,0
zuml,0
xdoj,0
gcdn,0
vzmq,0
fsov,0
zzau,1
ncbk,0
rvcv,0
ephp,0
ynrk,0
leoq,1
fpra,0
hdgs,0
krql,0
vitj,0
wmbu,1
kikt,0
uvbs,0
yeal,1
elzn,0
nfhp,0
usap,0
oxuw,0
sccz,0
kioa,0
hmht,0
glhs,0
iamu,0
ckqi,0
ophs,0
btui,0
owsy,1
loff,0
ehza,0
qorb,1
rcrw,0
vahz,0
kzdh,0
haow,1
pslu,0
eusd,0
ibqc,0
skkh,0
fymi,0
xwkt,0
jxwj,0
ajhp,0
yere,1
ynpc,0
lggm,0
rgfa,0
ocgs,0
kknu,0
pipg,0
heyq,0
juom,0
ejdc,0
trvj,0
blyz,0
dycp,0
wmsr,0
bouf,0
moeg,1
hfxa,0
ailh,0
jgpv,0
ebon,0
jkpv,0
jvyb,0
eyrq,0
msft,0
nqmu,0
dloz,1
niye,0
napj,0
ogir,0
zion,0
nayz,0
wvqf,0
gafv,0
lpgk,0
xwuz,0
sclo,1
ofjc,0
fvui,0
drfu,0
izua,0
mowh,1
cgtr,0
uvil,0
eull,0
ryqd,0
rkrz,0
vhlf,0
becv,0
ifqd,0
falp,1
eanz,0
vpac,0
xpkb,0
tyic,0
lbvm,0
pevh,0
jpzv,0
mzsp,0
lrsu,0
thvr,0
dklj,0
ihtk,0
domh,0
fbvm,0
orga,0
qlha,0
zuah,1
gnja,0
texu,0
vybh,0
tpms,0
yaot,1
yfdw,0
qzsw,0
guss,0
jmig,1
xawp,1
ipko,0
hrod,0
qihd,0
gonk,0
dadf,0
sytp,0
szgk,0
yyvt,0
ymog,1
pgis,0
skyg,0
atum,0
ewqg,0
acst,0
zsfj,0
ljfy,0
tpbq,0
xjqo,0
xtmc,0
mbcx,0
lart,0
vgqw,0
sbjr,0
ibtp,0
amxb,0
yyws,0
eyyg,0
prrs,0
wqeg,0
jxui,0
rodp,0
xtiu,0
mdpz,0
dcko,0
ulht,0
nxly,0
kobp,0
zgit,0
decy,0
kmzp,0
mibc,0
zlzx,0
ytty,0
fawf,1
yeqg,0
mdpw,0
gbpu,0
ilys,0
tlss,0
szcx,0
vqhe,0
houp,1
jxkn,0
shqc,0
cbkg,0
fkpb,0
vfno,0
birg,0
yxoq,0
mrgq,0
gwjo,0
pswg,0
yofh,1
vczx,0
wxue,0
bjqm,0
vzgv,0
ltqn,0
iess,0
ohan,0
fbaz,1
usgx,0
yjft,0
qyla,0
zyij,0
fokn,0
ujam,0
bfgq,0
mqpb,0
slrs,0
ypht,0
twrm,0
odzs,0
ouqx,0
gicy,0
heau,0
dnhj,0
wyge,0
azar,0
nhya,0
zddw,0
qsfv,0
vfql,0
vzns,0
ekvf,0
hkop,0
iuhu,0
fhvh,0
kkcy,0
jetx,0
zsmp,0
qdcd,0
ihel,0
cxfx,0
iyly,0
qwpj,0
bgno,0
krft,0
djbt,0
wreg,0
oehs,0
zdte,0
rdea,0
fhtn,0
pckh,0
thnx,0
yter,0
meba,0
gtgi,0
lhkw,0
zuis,0
nqcg,0
brlc,0
qiqs,0
yuet,0
jwsz,0
uedq,0
uqyy,0
xcvk,0
ufeq,0
rqmg,0
pbqk,0
xamc,0
slji,0
ougm,0
acpy,0
ekcq,0
ueor,0
uvcu,0
nsqp,0
viry,0
tlel,0
zkau,0
ipyz,0
bwbi,0
grpj,0
snrx,0
hqvr,0
kcac,0
irua,0
slqa,0
kemq,0
rmth,0
gvfe,0
wnon,0
xfsa,0
ybnd,0
seou,0
mvqp,0
dppp,0
dymj,0
kyqp,0
ausu,0
ctmw,0
oayb,1
qimh,0
dyol,0
lxhf,0
abtj,0
ilmm,0
xwdo,0
nacn,0
xtvy,0
hznw,0
axpr,0
tvok,0
tnje,0
bpqx,0
gypx,0
cipr,0
tgyr,0
bhlo,0
axur,0
hjrs,0
wppx,0
nbje,0
qznr,0
ygwi,0
esdx,0
jtkr,0
rawd,1
jxrx,0
wmgk,0
uvbg,0
liqf,0
cwno,0
lagq,0
qlos,0
souz,1
pohm,0
wdiq,0
nxzw,0
slmr,0
hqxi,0
ifxv,0
jsiy,0
tppq,0
zubn,0
kscx,0
pxjz,0
pxqv,0
octv,0
lziz,0
popv,0
duav,0
dvdn,0
mbci,0
nmmi,0
syvp,0
bmuy,0
ewmm,0
wtrq,0
fcex,0
ywjn,0
zdcz,0
mxka,0
pkwl,0
yxza,0
lkvx,0
hiti,0
nstu,0
bxkf,0
terp,1
vprw,0
hdle,0
sspu,0
uuat,0
qqua,0
oxtm,0
gsyk,0
iisc,0
rkon,0
pwub,1
napg,0
zxvd,0
rhkk,0
heug,0
lutc,0
hmit,1
jcgf,0
gcsb,0
jjth,0
evba,0
qopi,0
feqd,0
ciyi,0
bgvg,0
drwv,0
uwvr,0
oyxf,0
ixsk,0
xdty,0
iclb,0
rrvo,0
paot,1
gduf,1
loyp,1
ewjj,0
rwyu,0
szyr,0
tjmt,0
xacs,0
xslq,0
oonn,0
xasv,0
xkfb,0
ecqq,0
hsgc,0
uxvc,0
tpip,1
gvgm,0
qgas,0
lngh,0
vqxp,0
rhmm,0
vnru,0
bmfr,0
oiyg,0
nxwx,0
uyfl,0
mngm,0
zhcn,0
zndd,0
eqby,0
afpv,0
jkvi,0
vkje,0
xjzf,0
fnus,1
ghqz,0
pngt,0
ipar,0
gumb,1
wzwe,0
idqv,0
xrnh,0
sleh,1
pqmn,0
yzkd,0
acgj,0
cefm,0
uatt,0
ialp,1
gexq,0
owrk,0
ohvj,0
bjao,1
nggb,0
nnyd,0
wvrk,0
opfc,0
ibti,0
rorh,1
ztak,1
hoqh,1
yqqh,0
cxek,0
yqra,0
ampg,0
zosr,0
cftn,0
czfw,0
bigz,0
vter,0
yanv,0
gpdr,0
qmft,0
vclg,0
ywtn,0
wvtt,0
jwlq,0
ntqn,0
ulgq,0
eozo,0
bsjo,0
rvei,0
kpmb,0
qvvy,0
dmxc,0
vbsd,0
prpu,0
eeuy,0
uggq,0
hdhg,0
zblp,0
vmhu,0
qoqc,0
ksmc,0
whiy,1
uwla,0
ibhr,0
zoik,1
fxlx,0
tyvo,0
rvie,0
aiyf,0
tehh,0
blds,0
llvh,0
uoeu,0
bxwo,0
glwi,0
rzoe,0
siiq,0
lrbd,0
omnm,0
uspy,0
satq,0
fqna,0
ccki,0
nqsl,0
cbim,0
npyb,0
pzcl,0
yzeo,0
guhs,1
rzkw,0
lwlx,0
snyo,0
ajaa,0
vpgs,0
nezo,0
fvsr,0
zwhf,0
gidn,0
koyy,0
rqko,0
hfhk,0
ptrd,0
uvow,0
mzfy,0
uclf,0
bvmg,0
iimd,0
wuim,0
oawo,0
clpo,0
nosi,0
fluu,1
ppmy,0
ocpf,0
rscl,0
kczy,0
wjyv,0
rxwx,0
pyxe,0
xazx,0
dwax,1
kmuc,0
ctyu,0
maka,0
wlsr,0
kkbz,0
dwej,1
qsal,0
qmxc,0
dhrk,0
jnxh,0
dvfx,0
bdyi,0
rfbt,0
vtdw,0
eynx,0
emxo,0
rjgl,0
ymbt,0
hduw,0
hkde,0
wssu,0
cnbo,0
xiyy,0
mmnq,0
jvug,0
sjrt,0
uitz,0
lpup,1
eyql,0
skup,0
jwpz,0
vfka,0
tkor,0
unhu,0
dfgh,0
vdvk,0
mbtl,0
uxsh,0
uejs,0
qibh,0
apkl,0
qrnk,0
gdoh,0
mzcq,0
bmxu,0
xtvg,0
glfk,0
mbia,0
cief,0
bfvb,0
vltc,0
jujp,0
klgu,0
qmll,0
hrya,0
vdif,0
dlrn,0
qfrm,0
aydx,0
rrho,0
chua,0
pkjv,0
rhlm,0
wowz,0
hbkb,0
frtc,0
jwvd,0
syrk,0
gtsx,0
yavn,0
bpce,0
kmrf,0
bjkw,0
qyiu,0
vwcv,0
mncz,0
snro,0
ccre,0
ffpp,0
kkkg,0
udqp,0
ldjj,0
dinn,0
zqhi,0
dnyt,0
iypk,0
jpjm,0
owdf,0
xbhs,0
fnbo,0
tjkc,0
wxdn,0
wgdp,0
tmox,1
igia,0
qrch,0
ikta,0
ksho,0
ihme,0
stpw,0
lpsu,0
yaqs,0
jkzt,0
rsyt,0
jile,0
pwfx,0
aiye,0
vanx,0
piee,0
nszz,0
pymh,0
cqvn,0
uoxj,0
yfyf,0
eaac,0
wbsa,0
wbsi,0
vuyu,0
vyug,0
xwxq,0
bnay,1
gltm,0
tcsr,0
piuc,0
pnzc,0
dkmn,0
fozx,0
hckj,0
crso,0
dhom,0
tvmz,0
jpqj,0
syxc,0
uonl,0
ifxx,0
rkvc,0
ekjn,0
ziqz,0
smcl,0
docl,0
yzhu,0
hoqo,0
jnsd,0
wzmz,0
zdrh,0
liff,0
qkow,0
ecmg,0
pbhx,0
opwm,0
nezg,1
rejq,0
sngh,0
llgn,0
zufo,0
uebr,0
rupf,0
omnd,0
hbfa,0
cjtp,0
lagx,0
tuoj,0
iwmg,0
olrs,0
cpzw,0
uofa,0
sxfn,0
daqt,0
hbvn,0
kldm,0
gddi,0
xiev,0
qihy,0
kdcw,0
zwqi,0
hinj,0
ydfb,0
ngcc,0
mzcx,0
thpz,0
lkaw,0
jscv,0
vnco,0
ppnt,0
qtav,0
pryb,0
yuun,0
pgup,0
imel,0
gpkd,0
wlyc,0
jaqk,1
nwsf,0
vgeo,0
gwms,0
gxqy,0
espa,0
xfii,0
erkw,0
trne,0
lvxm,0
wskr,0
vvqr,0
duhf,0
vqcd,0
vygj,0
wsau,0
rhow,0
oqks,0
qvkv,0
taqh,1
ozkd,0
rjpd,0
jfnq,0
pbtd,0
pfjs,0
xzot,1
jqhy,0
phbr,0
vzae,0
vmsa,0
vhmd,0
ibcb,0
fjrv,0
vcup,0
hfmm,0
ocqw,0
jmdq,0
wvox,0
zqup,0
lltp,0
pzbe,0
ekpq,0
dewp,0
tddi,0
wnyc,0
vnfo,0
fhyx,0
lbek,0
yvhy,0
bbew,0
djtr,0
hxeq,0
mdnj,0
xgpc,0
tbqb,0
ctws,0
kpgr,0
snxv,0
zxqg,0
yvug,0
uldi,0
buhx,0
ipvk,0
dpdd,0
vsgv,0
azum,0
vsaz,0
djoy,0
capx,0
yufl,0
uyur,0
vyia,0
vfnx,0
qgkv,0
hrgh,0
xoqq,0
jaqh,0
velc,1
ftkk,0
utrn,0
zbud,0
meoa,1
vaeh,0
oqsm,0
anzt,0
guzq,0
thkj,0
fokr,0
gyre,0
mahq,0
amem,0
rygj,0
dqjs,0
hkum,0
klsr,0
anre,0
wuln,0
bozu,0
cmkb,0
opie,0
fxjk,0
brjw,0
exot,0
uqbx,0
usgt,0
gowt,0
jrfx,0
tmkl,0
ztja,0
lhdf,0
savx,0
adjy,0
afba,0
vikg,0
hwee,1
tmft,0
lhcn,0
ycll,0
njiq,0
jvva,0
spos,1
hilq,0
jgyk,0
vprz,0
fblo,1
vhiq,0
remk,0
qoos,0
kaxq,0
xrtg,0
xqcd,0
apww,0
zwmi,0
ernl,0
etem,0
ypcv,0
yryx,0
cwde,0
xovm,0
kgzo,0
hzyj,0
olby,0
tqwc,0
hmyt,0
slqx,0
gabk,0
poch,1
kide,0
iigh,0
rlcl,0
syuc,1
lzoe,1
vtmx,0
